"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng","geolocation_city","geolocation_state"
12321,-23.302552064590703,-45.9794900391086,"jacarei","SP"
12333,-23.231791916444664,-46.06990763577292,"jacarei","SP"
12335,-23.261928736886148,-45.96848029239997,"jacarei","SP"
12308,-23.30139631473257,-45.96172658840667,"jacarei","SP"
12315,-23.31977511073924,-45.923898996537545,"jacarei","SP"
12350,-23.214122950073904,-46.15782773220572,"igarata","SP"
12316,-23.32161989064574,-45.93696011365342,"jacareí","SP"
12324,-23.31311508964741,-46.0026232857349,"jacarei","SP"
12312,-23.30358732722605,-45.929314822926855,"jacarei","SP"
12334,-23.29657118186936,-46.01277577875843,"jacarei","SP"
12318,-23.30863199999999,-45.95330475,"jacareí","SP"
12307,-23.29299177790156,-45.95639922797896,"jacarei","SP"
12330,-23.298579776753893,-46.02995213487733,"jacarei","SP"
12323,-23.29645842521639,-45.97329603987564,"jacarei","SP"
12340,-23.368833307503053,-46.02864941638114,"jacareí","SP"
12329,-23.29535980766344,-45.93780667361066,"jacarei","SP"
12341,-23.29357565667083,-45.98510497307211,"jacarei","SP"
12326,-23.324239993779567,-46.04564761976022,"jacarei","SP"
12412,-22.957731465057282,-45.45515668718501,"pindamonhangaba","SP"
12490,-22.690669999999947,-45.73549999999993,"são bento do sapucaí","SP"
12400,-22.926778771561533,-45.46281253438472,"pindamonhangaba","SP"
12443,-22.896894640102605,-45.370081149097345,"pindamonhangaba","SP"
12460,-22.732323039727124,-45.56427039489908,"campos do jordao","SP"
12410,-22.930835789732065,-45.455414690521906,"pindamonhangaba","SP"
12422,-22.94385742701493,-45.477025145687286,"pindamonhangaba","SP"
12446,-22.888888643994427,-45.36419384790422,"pindamonhangaba","SP"
12403,-22.914268784661626,-45.42914593227478,"pindamonhangaba","SP"
12411,-22.932821929423746,-45.44848162439036,"pindamonhangaba","SP"
12402,-22.920117405632816,-45.4450382843501,"pindamonhangaba","SP"
12445,-22.886512003027498,-45.37114210829609,"pindamonhangaba","SP"
12404,-22.92205835716705,-45.428232727352714,"pindamonhangaba","SP"
12425,-22.93319577282492,-45.47821099432626,"pindamonhangaba","SP"
12450,-22.823006371911536,-45.66732292476693,"santo antonio do pinhal","SP"
12415,-22.96029005550601,-45.407850314994896,"pindamonhangaba","SP"
12421,-22.947759908060277,-45.49172108176731,"pindamonhangaba","SP"
12441,-22.919678563502806,-45.3648975854866,"pindamonhangaba","SP"
12414,-22.94707737351153,-45.40828743495752,"pindamonhangaba","SP"
12444,-22.893786522549128,-45.38053653505861,"pindamonhangaba","SP"
12424,-22.955957734545088,-45.48972486275995,"pindamonhangaba","SP"
12413,-22.942719134058045,-45.42119605197068,"pindamonhangaba","SP"
12440,-22.913875797003225,-45.364197560394366,"pindamonhangaba","SP"
12420,-22.945064470526344,-45.46371952947366,"pindamonhangaba","SP"
12405,-22.923732300730357,-45.44167505845967,"pindamonhangaba","SP"
12423,-22.946777999999995,-45.49869899999999,"pindamonhangaba","SP"
12401,-22.92142919454418,-45.46479177296298,"pindamonhangaba","SP"
12442,-22.94287406269077,-45.39532271335325,"pindamonhangaba","SP"
12426,-22.954291133429884,-45.49968145841568,"pindamonhangaba","SP"
12520,-22.812079392244954,-45.182657719216394,"guaratingueta","SP"
12525,-22.841959286551266,-45.25567489938757,"potim","SP"
12515,-22.810255785809602,-45.18353140514957,"guaratingueta","SP"
12514,-22.793294840815463,-45.19745881614868,"guaratinguetá","SP"
12512,-22.788043785573322,-45.20983189935114,"guaratingueta","SP"
12570,-22.851929577501,-45.23031074613782,"aparecida","SP"
12530,-23.07558796563428,-44.957884212413475,"cunha","SP"
12517,-22.79863028638833,-45.183217020243966,"guaratingueta","SP"
12506,-22.803390518707644,-45.211568030080755,"guaratinguetá","SP"
12580,-22.890828604346442,-45.30332001483277,"roseira","SP"
12518,-22.779048421881395,-45.18534634646929,"guaratingueta","SP"
12523,-22.78184646080685,-45.14765130297077,"guaratingueta","SP"
12516,-22.80383268022075,-45.181287765248356,"guaratinguetá","SP"
12502,-22.815468,-45.18239753040693,"guaratingueta","SP"
12524,-22.81773643952848,-45.18204921158525,"guaratingueta","SP"
12507,-22.80646722828543,-45.239366044559354,"guaratingueta","SP"
12511,-22.80327760315877,-45.20399759522505,"guaratingueta","SP"
12504,-22.82173334718708,-45.2016309013049,"guaratingueta","SP"
12510,-22.79615651556581,-45.2089052377769,"guaratingueta","SP"
12501,-22.821051879055535,-45.19147619746503,"guaratingueta","SP"
12513,-22.76783057321341,-45.19658169176524,"guaratingueta","SP"
12521,-22.785061971986906,-45.16817153268134,"guaratinguetá","SP"
12519,-22.78030688063086,-45.18299243700727,"guaratingueta","SP"
12505,-22.81107305656438,-45.19828547125147,"guaratingueta","SP"
12500,-22.814082,-45.19125422318798,"guaratinguetá","SP"
12509,-22.794715339526643,-45.21987050429393,"guaratingueta","SP"
12503,-22.827161457837768,-45.18862301683485,"guaratingueta","SP"
12522,-22.77577460826767,-45.14813416467561,"guaratingueta","SP"
12540,-22.923376872935236,-44.82234086776865,"campos de cunha","SP"
12508,-22.79341073378477,-45.26996268589723,"guaratingueta","SP"
12607,-22.74237139800176,-45.11479219667662,"lorena","SP"
12600,-22.72616580904841,-45.12752204287612,"lorena","SP"
12609,-22.75223299417162,-45.11931025965141,"lorena","SP"
12630,-22.66402169969416,-45.006657558976286,"cachoeira paulista","SP"
12604,-22.732245460730553,-45.103526319175955,"lorena","SP"
12603,-22.72462686150384,-45.1116555874257,"lorena","SP"
12605,-22.75162984425566,-45.08964193252266,"lorena","SP"
12606,-22.736729744936234,-45.11565668956661,"lorena","SP"
12620,-22.599699016663198,-45.194679096464384,"piquete","SP"
12610,-22.747581173639738,-45.132413631427056,"lorena","SP"
12608,-22.73788200424234,-45.12381966365283,"lorena","SP"
12602,-22.72356083763973,-45.12435460446544,"lorena","SP"
12690,-22.66311359033336,-44.85249665898394,"silveiras","SP"
12615,-22.703473552765075,-45.051052609752084,"canas","SP"
12601,-22.739541788793307,-45.13516754801203,"lorena","SP"
12611,-22.74346433509017,-45.134539160429895,"lorena","SP"
12702,-22.58485191618097,-44.96871571204341,"cruzeiro","SP"
12722,-22.55821596727641,-44.935546700460755,"cruzeiro","SP"
12712,-22.560972573976017,-44.957802138023254,"cruzeiro","SP"
12711,-22.56840491395926,-44.96750765820301,"cruzeiro","SP"
12701,-22.577927804605018,-44.95825089647411,"cruzeiro","SP"
12710,-22.56445726226428,-44.964579595980254,"cruzeiro","SP"
12704,-22.580286008516183,-44.98166493312763,"cruzeiro","SP"
12721,-22.55841362000297,-44.942923697146966,"cruzeiro","SP"
12730,-22.58119348404407,-44.95375194448614,"cruzeiro","SP"
12705,-22.576227841797,-44.96564651762937,"cruzeiro","SP"
12760,-22.564928578564693,-44.929277799471556,"lavrinhas","SP"
12703,-22.586730873160604,-44.97602914432454,"cruzeiro","SP"
12720,-22.563845999999998,-44.94922420038666,"cruzeiro","SP"
12723,-22.560501195394984,-44.931592980293146,"cruzeiro","SP"
12870,-22.67526016650983,-44.444586218674296,"arapeí","SP"
12800,-22.53169799999999,-44.75401199999999,"queluz","SP"
12850,-22.68182213022061,-44.31777546316097,"bananal","SP"
12830,-22.6455089733126,-44.583481513343706,"sao jose do barreiro","SP"
12820,-22.581497869787803,-44.6995162923868,"areias","SP"
12940,-23.112774381969185,-46.548884510550394,"atibaia","SP"
12903,-22.94787403161499,-46.55188741483248,"braganca paulista","SP"
12955,-23.115438,-46.48591350000001,"bom jesus dos perdoes","SP"
12900,-22.956690604218373,-46.540872487506505,"braganca paulista","SP"
12916,-22.97993113988114,-46.542096597553254,"braganca paulista","SP"
12970,-23.05588544094924,-46.359106572709635,"piracaia","SP"
12954,-23.098863635889412,-46.54789512763439,"atibaia","SP"
12951,-23.131763717179297,-46.5835637149576,"atibaia","SP"
12917,-22.982083697711072,-46.546030419087494,"braganca paulista","SP"
12950,-23.14813708465575,-46.583676612960936,"atibaia","SP"
12990,-22.7948459815486,-46.44274854864501,"pedra bela","SP"
12942,-23.12027386011886,-46.563627902446726,"atibaia","SP"
12946,-23.1505830119393,-46.546422944776936,"atibaia","SP"
12902,-22.95393193847575,-46.547433928076885,"bragança paulista","SP"
12914,-22.971647510075698,-46.53361841170685,"bragança paulista","SP"
12980,-22.936209141911306,-46.27513561550051,"joanopolis","SP"
12944,-23.100833724392672,-46.55334887039064,"atibaia","SP"
12941,-23.118713999999994,-46.53714703438098,"atibaia","SP"
12927,-22.91460252899768,-46.53513511809682,"braganca paulista","SP"
12945,-23.10981252899768,-46.536984838190314,"atibaia","SP"
12929,-22.946012455450425,-46.52383551318598,"braganca paulista","SP"
12947,-23.140907819477953,-46.555005087723465,"atibaia","SP"
12913,-22.95750491772243,-46.524886236784496,"braganca paulista","SP"
12935,-22.903212678095933,-46.38232959310745,"vargem","SP"
12926,-22.926003106999932,-46.53286499999996,"bragança paulista","SP"
12908,-22.934583000000003,-46.54834199999999,"braganca paulista","SP"
12922,-22.90774829507456,-46.55604212556485,"braganca paulista","SP"
12906,-22.942196570221626,-46.54727892371005,"braganca paulista","SP"
12948,-23.22017151832604,-46.59456789751276,"atibaia","SP"
12949,-23.15217893568171,-46.58013052717931,"atibaia","SP"
12904,-22.94590621510184,-46.54850397890818,"braganca paulista","SP"
12910,-22.94463697446477,-46.53005005536961,"braganca paulista","SP"
12912,-22.94671938995326,-46.53961817124475,"braganca paulista","SP"
12960,-23.182583707234674,-46.39602763154268,"nazaré paulista","SP"
12943,-23.13303983152522,-46.56845778059901,"atibaia","SP"
12952,-23.14492333670709,-46.539830386938746,"atibaia","SP"
12995,-22.783144547890373,-46.589495409917106,"pinhalzinho","SP"
12919,-22.97077387538231,-46.54923643658029,"braganca paulista","SP"
12924,-23.017788365999927,-46.52244499999996,"braganca paulista","SP"
12930,-22.81304341483897,-46.69536722297934,"tuiuti","SP"
12918,-22.969103825046805,-46.57546822845333,"bragança paulista","SP"
12953,-23.095372575177326,-46.600293490245704,"atibaia","SP"
13023,-22.898536428530225,-47.06312516833054,"campinas","SP"
13070,-22.89587635720467,-47.0791850342778,"campinas","SP"
13045,-22.928419429576078,-47.037069003043754,"campinas","SP"
13091,-22.866236737722854,-47.025165619626044,"campinas","SP"
13035,-22.9099533208494,-47.08185090507247,"campinas","SP"
13073,-22.880931665862516,-47.068424969313,"campinas","SP"
13041,-22.917053295025724,-47.061757854838746,"campinas","SP"
13087,-22.852757707527708,-47.05510214136723,"campinas","SP"
13092,-22.88929691756595,-47.02178184540367,"campinas","SP"
13015,-22.901241346393558,-47.05512845102415,"campinas","SP"
13067,-22.85465110456419,-47.160697766786136,"campinas","SP"
13025,-22.90343462836861,-47.05276681724273,"campinas","SP"
13085,-22.79278500360668,-47.085509959893805,"campinas","SP"
13061,-22.907317211495148,-47.118303288504855,"campinas","SP"
13020,-22.900561910352593,-47.06581226019965,"campinas","SP"
13058,-22.950289907294163,-47.1822248186277,"campinas","SP"
13044,-22.952820647882053,-47.02865383550558,"campinas","SP"
13052,-22.972721108883828,-47.1022642309356,"campinas","SP"
13064,-22.891498115126467,-47.14575284988991,"campinas","SP"
13059,-22.946206445520712,-47.13505192996654,"campinas","SP"
13040,-22.92690474271453,-47.06724168359398,"campinas","SP"
13010,-22.905552142939573,-47.04944755176293,"campinas","SP"
13024,-22.889641421316863,-47.056684469184646,"campinas","SP"
13030,-22.92991227115403,-47.071895525306815,"campinas","SP"
13088,-22.8475181626464,-47.035522796699155,"campinas","SP"
13050,-22.932218462051463,-47.09679045949513,"campinas","SP"
13097,-22.8469524096601,-47.027434442408676,"campinas","SP"
13043,-22.933200411915568,-47.041064907660754,"campinas","SP"
13034,-22.91101741687345,-47.09614127601136,"campinas","SP"
13082,-22.829166690333924,-47.098869472417185,"campinas","SP"
13084,-22.81905949374732,-47.09337872045235,"campinas","SP"
13080,-22.850658848462096,-47.071669269086456,"campinas","SP"
13098,-22.82008049999999,-47.03556149999999,"campinas","SP"
13060,-22.943830511384977,-47.112331964800475,"campinas","SP"
13031,-22.918827604766626,-47.09396924257029,"campinas","SP"
13056,-22.987222371013928,-47.151072819246686,"campinas","SP"
13026,-22.913757387731557,-47.0455739635005,"campinas","SP"
13032,-22.910307139332875,-47.084354681228064,"campinas","SP"
13033,-22.90829209362279,-47.094177616150034,"campinas","SP"
13069,-22.842987053003093,-47.15550209256197,"campinas","SP"
13053,-23.042523405216702,-47.13296873550117,"campinas","SP"
13075,-22.879108571469782,-47.06037646947311,"campinas","SP"
13096,-22.92674585713686,-47.03237262244064,"campinas","SP"
13013,-22.911235208436718,-47.05819755314793,"campinas","SP"
13090,-22.88857483236194,-47.04416083236194,"campinas","SP"
13054,-22.987529933455352,-47.11656504772554,"campinas","SP"
13076,-22.88255076242137,-47.046919657366274,"campinas","SP"
13083,-22.80512523980033,-47.07162026686478,"campinas","SP"
13051,-22.965083999999994,-47.088724499999984,"campinas","SP"
13036,-22.918328058168157,-47.067847942068774,"campinas","SP"
13012,-22.910205017485147,-47.0569966187893,"campinas","SP"
13086,-22.83858791675703,-47.05613833995561,"campinas","SP"
13068,-22.86511125123605,-47.15255915401864,"campinas","SP"
13057,-22.97370645045876,-47.176513156529566,"campinas","SP"
13081,-22.861169675543927,-47.06573258534825,"campinas","SP"
13065,-22.893320409660106,-47.119434145017046,"campinas","SP"
13063,-22.89809240895431,-47.1053676157896,"campinas","SP"
13042,-22.931095563908826,-47.054705855868605,"campinas","SP"
13077,-22.881355389947625,-47.04169144124817,"campinas","SP"
13049,-22.96868956323905,-47.0735568816794,"campinas","SP"
13046,-22.938586438801998,-47.01875035928214,"campinas","SP"
13099,-22.75111293426471,-47.013012062647284,"campinas","SP"
13055,-22.94575970107913,-47.09874731432853,"campinas","SP"
13160,-22.559120480675748,-47.165168395425646,"artur nogueira","SP"
13184,-22.862988204938606,-47.21824617249953,"hortolandia","SP"
13186,-22.88751499687903,-47.195739046285496,"hortolandia","SP"
13148,-22.786644726384047,-47.106088546444546,"paulinia","SP"
13178,-22.800362898695827,-47.218333400773275,"sumare","SP"
13157,-22.63269209289212,-47.20099171014732,"cosmopolis","SP"
13187,-22.911013157568192,-47.20840257684189,"hortolandia","SP"
13150,-22.630409321010433,-47.20184824565054,"cosmopolis","SP"
13190,-22.95001023221123,-47.305838849748284,"monte mor","SP"
13142,-22.77928239439665,-47.176836291563255,"paulinia","SP"
13185,-22.904356478404523,-47.1755015158131,"hortolândia","SP"
13155,-22.63308985967488,-47.18405399571866,"cosmopolis","SP"
13146,-22.72941717024144,-47.17669176943664,"paulinia","SP"
13105,-22.89082402420255,-46.9816531677612,"campinas","SP"
13140,-22.76161176963473,-47.15147246350049,"paulinia","SP"
13179,-22.81374523718017,-47.17647881796229,"sumaré","SP"
13170,-22.82865486456225,-47.26729616056893,"sumare","SP"
13181,-22.83561675865273,-47.18815361913,"sumare","SP"
13145,-22.733060605603352,-47.17829082930352,"paulínia","SP"
13171,-22.834157804605013,-47.277749687344894,"sumare","SP"
13180,-22.81344361844933,-47.17188935591158,"sumare","SP"
13188,-22.894244007858305,-47.23358323658409,"hortolândia","SP"
13174,-22.811571376911512,-47.267406848462066,"sumare","SP"
13104,-22.85725476949636,-46.979842730503634,"campinas","SP"
13177,-22.81395114931621,-47.22434086940969,"sumare","SP"
13183,-22.84130864526152,-47.21940877608378,"hortolandia","SP"
13173,-22.791573261728878,-47.283156581597325,"sumare","SP"
13175,-22.811418577663336,-47.24177202124911,"sumare","SP"
13100,-22.92388211748857,-47.040151108658236,"campinas","SP"
13152,-22.6362976512053,-47.18795651989215,"cosmópolis","SP"
13106,-22.88403319652071,-46.959756187704045,"campinas","SP"
13141,-22.80512828442024,-47.14321852500277,"paulinia","SP"
13172,-22.814155269616304,-47.28249453803813,"sumare","SP"
13165,-22.487091860243755,-47.2157597469674,"engenheiro coelho","SP"
13101,-22.90081444463038,-46.99864279239999,"campinas","SP"
13154,-22.63241108595049,-47.176022324178064,"cosmopolis","SP"
13108,-22.89102750055952,-46.93773357898899,"campinas","SP"
13107,-22.870096973628048,-46.95780941548847,"campinas","SP"
13189,-22.867252818816233,-47.23172936395768,"hortolandia","SP"
13144,-22.762924553984647,-47.19325014931618,"paulinia","SP"
13176,-22.901114435230465,-47.27413121110401,"sumare","SP"
13147,-22.73313436218341,-47.14026536262738,"paulinia","SP"
13253,-22.993820438600174,-46.81014454759541,"itatiba","SP"
13283,-23.01011064782791,-46.983686339601725,"vinhedo","SP"
13210,-23.21955226311385,-46.883313189278134,"jundiai","SP"
13276,-22.983092033963146,-46.995791270876005,"valinhos","SP"
13208,-23.190172576172966,-46.891633311270105,"jundiai","SP"
13221,-23.184985205666504,-46.8256975822666,"varzea paulista","SP"
13284,-23.028817866450467,-46.98774817623808,"vinhedo","SP"
13280,-23.03533971746776,-46.97157885039535,"vinhedo","SP"
13212,-23.151712385018914,-46.971287806682476,"jundiai","SP"
13290,-23.08412527710581,-46.981213070896864,"louveira","SP"
13287,-23.048035628679557,-46.99742100929329,"vinhedo","SP"
13274,-22.962625689712052,-46.978695485064755,"valinhos","SP"
13270,-22.976619071841363,-47.01071509319301,"valinhos","SP"
13207,-23.1954527149576,-46.88512585567546,"jundiai","SP"
13216,-23.15231078798525,-46.86832140856357,"jundiai","SP"
13219,-23.187084388467003,-46.85164740168821,"jundiai","SP"
13218,-23.188638213270696,-46.87453437279828,"jundiai","SP"
13205,-23.249726298084145,-46.852979865687416,"jundiai","SP"
13203,-23.221847481562573,-46.862922702896824,"jundiai","SP"
13211,-23.179889672043977,-46.92851010931866,"jundiai","SP"
13272,-22.94509412337182,-46.997936715299005,"valinhos","SP"
13277,-22.99658400000001,-47.0037645,"valinhos","SP"
13206,-23.211714582578274,-46.8753760355472,"jundiaí","SP"
13240,-23.087824894141608,-46.71345491227471,"jarinu","SP"
13213,-23.1499945529718,-46.946297992498806,"jundiaí","SP"
13273,-22.946686728177074,-46.974676387393714,"valinhos","SP"
13238,-23.237674244304586,-46.76839048567362,"campo limpo paulista","SP"
13225,-23.221738357943586,-46.8463421029226,"varzea paulista","SP"
13257,-22.99567770323237,-46.85710624315779,"itatiba","SP"
13260,-22.86651803778575,-46.79872901119849,"morungaba","SP"
13232,-23.20706431353269,-46.76073521461075,"campo limpo paulista","SP"
13289,-23.036935171475534,-46.98252638233038,"vinhedo","SP"
13209,-23.17965058485729,-46.905763528622295,"jundiai","SP"
13275,-22.9865591766809,-46.988718484559286,"valinhos","SP"
13285,-23.03701276533717,-47.005712217931354,"vinhedo","SP"
13202,-23.207180112486487,-46.876930478645896,"jundiai","SP"
13214,-23.148804478137823,-46.92948882832885,"jundiaí","SP"
13295,-23.15915219401001,-47.058207825841066,"itupeva","SP"
13233,-23.182970624262925,-46.74415175933935,"campo limpo paulista","SP"
13201,-23.19275945471703,-46.87833704570238,"jundiai","SP"
13278,-23.008287043697266,-47.00919837209965,"valinhos","SP"
13223,-23.21464231316317,-46.80396377210217,"varzea paulista","SP"
13236,-23.21247001857553,-46.7944565151719,"campo limpo paulista","SP"
13256,-23.019477765998932,-46.853630487528285,"itatiba","SP"
13254,-23.006709122136478,-46.8123500085026,"itatiba","SP"
13252,-22.96250715035116,-46.79794228444784,"itatiba","SP"
13222,-23.19523611721517,-46.812284744810114,"varzea paulista","SP"
13215,-23.175896646371736,-46.88659449520682,"jundiai","SP"
13224,-23.225636121241607,-46.835250577330896,"várzea paulista","SP"
13251,-22.98887454547771,-46.84197558882967,"itatiba","SP"
13231,-23.19911636044123,-46.78529346688349,"campo limpo paulista","SP"
13255,-23.022088787222643,-46.84614507475785,"itatiba","SP"
13271,-22.963253612775464,-47.01219940781335,"valinhos","SP"
13288,-23.06207686756803,-47.02026431552282,"vinhedo","SP"
13279,-23.008964328974923,-47.0273853407067,"valinhos","SP"
13230,-23.207613663145274,-46.78639361266252,"campo limpo paulista","SP"
13220,-23.215568553333373,-46.845975079888895,"várzea paulista","SP"
13226,-23.249007721987628,-46.82496052725624,"varzea paulista","SP"
13250,-23.005474434298936,-46.84112811740004,"itatiba","SP"
13282,-23.039751680540128,-46.91841758516057,"vinhedo","SP"
13234,-23.206101128274327,-46.724115270995426,"campo limpo paulista","SP"
13286,-23.052910153067533,-47.03164833595454,"vinhedo","SP"
13281,-23.31788024901607,-45.97325073036114,"vinhedo","SP"
13347,-23.14155481021527,-47.23811647179686,"indaiatuba","SP"
13360,-23.012213710514196,-47.522039731606036,"capivari","SP"
13323,-23.225911871187954,-47.26603912401082,"salto","SP"
13309,-23.28024027283236,-47.28408336583513,"itu","SP"
13313,-23.24302673659768,-47.32897776089215,"itu","SP"
13385,-22.787064044215388,-47.29741233595029,"nova odessa","SP"
13310,-23.27791979536116,-47.29777730942436,"itu","SP"
13380,-22.779754253242906,-47.29575817705261,"nova odessa","SP"
13308,-23.387817863375663,-47.347814961436555,"itu","SP"
13346,-23.1144961851232,-47.229775768942226,"indaiatuba","SP"
13330,-23.089034640573626,-47.2144192378671,"indaiatuba","SP"
13329,-23.17868400830989,-47.29319089454089,"salto","SP"
13331,-23.086094615998483,-47.224962351552726,"indaiatuba","SP"
13304,-23.27711393672453,-47.27658838802001,"itu","SP"
13315,-23.299821440186978,-47.13776212614689,"cabreuva","SP"
13339,-23.09232014212125,-47.197412143389855,"indaiatuba","SP"
13322,-23.194155763010308,-47.26601382366274,"salto","SP"
13327,-23.17588057617297,-47.31592004954122,"salto","SP"
13334,-23.0836437668634,-47.203069750134134,"indaiatuba","SP"
13324,-23.20591698084141,-47.307845865803,"salto","SP"
13336,-23.070896172629727,-47.19852166042471,"indaiatuba","SP"
13301,-23.25803550268717,-47.29417635508712,"itu","SP"
13300,-23.27105086011885,-47.30173375047615,"itu","SP"
13335,-23.074566681816613,-47.19487482418246,"indaiatuba","SP"
13343,-23.102451439638713,-47.205944292948246,"indaiatuba","SP"
13320,-23.198860047870664,-47.29334560811024,"salto","SP"
13305,-23.282891828963372,-47.25198334700922,"itu","SP"
13348,-23.12851459612905,-47.2406058481293,"indaiatuba","SP"
13332,-23.068418877604,-47.23637230197927,"indaiatuba","SP"
13387,-22.77604211783433,-47.284095017966116,"nova odessa","SP"
13350,-23.045485430713946,-47.37933912085125,"elias fausto","SP"
13344,-23.110950824311857,-47.21624859616828,"indaiatuba","SP"
13370,-23.021344682864953,-47.528427787992975,"rafard","SP"
13386,-22.799795282931704,-47.303140744144564,"nova odessa","SP"
13390,-22.849226544300205,-47.61048571730711,"rio das pedras","SP"
13333,-23.066456250100412,-47.21591274539021,"indaiatuba","SP"
13311,-23.26608248211083,-47.3127924446304,"itu","SP"
13345,-23.096930888424048,-47.221587765191316,"indaiatuba","SP"
13337,-23.063410662849172,-47.16948905182437,"indaiatuba","SP"
13382,-22.80205462780715,-47.30784990256127,"nova odessa","SP"
13318,-23.250572528997665,-47.05478099999999,"jacare","SP"
13306,-23.29267167805407,-47.29641066902304,"itu","SP"
13340,-23.10225337735851,-47.182096252041575,"indaiatuba","SP"
13338,-23.089692080212355,-47.19608228864908,"indaiatuba","SP"
13321,-23.190243653067107,-47.29157063336026,"salto","SP"
13312,-23.25718023729017,-47.35604676504709,"itu","SP"
13349,-23.12745781267067,-47.24953698160618,"indaiatuba","SP"
13341,-23.112464472804252,-47.17232524434041,"indaiatuba","SP"
13375,-22.929488142312106,-47.56826980444117,"mombuca","SP"
13326,-23.195719624473465,-47.304815552599656,"salto","SP"
13328,-23.184582414451018,-47.328649797768485,"salto","SP"
13302,-23.264239933780345,-47.27384686709389,"itu","SP"
13389,-22.763895443632787,-47.226482016560574,"nova odessa","SP"
13342,-23.144126107823592,-47.18406987459923,"indaiatuba","SP"
13355,-12.993852225474159,-38.480881846108396,"cardeal","SP"
13319,-23.28867817281418,-47.0565400118141,"bom fim do bom jesus","SP"
13388,-22.764706986163066,-47.24860116691919,"nova odessa","SP"
13381,-22.801455426942486,-47.325913356928254,"nova odessa","SP"
13468,-22.75357308071264,-47.3394119839509,"americana","SP"
13482,-22.57487785152052,-47.416177053147926,"limeira","SP"
13416,-22.71511044491884,-47.645625352213,"piracicaba","SP"
13450,-22.76047768757245,-47.41281121951771,"santa bárbara d'oeste","SP"
13419,-22.726257875353635,-47.63781138952056,"piracicaba","SP"
13469,-22.71120750513589,-47.36789471940099,"americana","SP"
13453,-22.735792565270128,-47.410895083967475,"santa barbara d'oeste","SP"
13413,-22.665653573374357,-47.60257665309577,"piracicaba","SP"
13411,-22.671447720100474,-47.68291776300415,"piracicaba","SP"
13454,-22.744969047625496,-47.379147120561896,"santa barbara d'oeste","SP"
13467,-22.78001467637804,-47.3518002860981,"americana","SP"
13480,-22.564590914796,-47.40315315223039,"limeira","SP"
13440,-22.84948225596616,-47.68109670487482,"saltinho","SP"
13401,-22.756581586733212,-47.6511707514571,"piracicaba","SP"
13481,-22.599254430886607,-47.379809635503186,"limeira","SP"
13473,-22.72893170107914,-47.301322143632056,"americana","SP"
13403,-22.727374795169954,-47.67061025477531,"piracicaba","SP"
13474,-22.699283751601328,-47.3060578924634,"americana","SP"
13409,-22.677209288360626,-47.71180937705575,"piracicaba","SP"
13484,-22.541719708891844,-47.427681190013296,"limeira","SP"
13418,-22.728804043597282,-47.63173831975289,"piracicaba","SP"
13422,-22.75043546601066,-47.60155698958399,"piracicaba","SP"
13465,-22.74703919816495,-47.34322030252754,"americana","SP"
13405,-22.716839285850448,-47.65736585405934,"piracicaba","SP"
13420,-22.74098779744896,-47.60706025967849,"piracicaba","SP"
13471,-22.722145470713862,-47.33535052553523,"americana","SP"
13455,-22.72555372425961,-47.36655774789988,"santa barbara d'oeste","SP"
13472,-22.721365005132203,-47.32132874836538,"americana","SP"
13400,-22.734190708292502,-47.65736922147847,"piracicaba","SP"
13457,-22.768743804807226,-47.395682479228896,"santa bárbara d'oeste","SP"
13490,-22.47209221623169,-47.459789454545096,"cordeiropolis","SP"
13456,-22.75967282783305,-47.36473667456338,"santa barbara d'oeste","SP"
13460,-22.778060459662232,-47.282023898496654,"nova odessa","SP"
13485,-22.54610762836861,-47.38361823827111,"limeira","SP"
13412,-22.693073720785986,-47.65447299085341,"piracicaba","SP"
13483,-22.568350421316858,-47.4474394797449,"limeira","SP"
13495,-22.59026385142432,-47.51988929812747,"iracemápolis","SP"
13451,-22.749094277169572,-47.4244367039421,"santa barbara d'oeste","SP"
13424,-22.750100527352892,-47.6459038030758,"piracicaba","SP"
13423,-22.741294353655313,-47.591904150268476,"piracicaba","SP"
13402,-22.74889090313922,-47.678702636418684,"piracicaba","SP"
13408,-22.67126597723474,-47.69675782988044,"piracicaba","SP"
13486,-22.56890786456977,-47.37619564683011,"limeira","SP"
13466,-22.752315072998986,-47.323714923682786,"americana","SP"
13477,-22.744504121011015,-47.30243020136758,"americana","SP"
13426,-22.752261000000004,-47.621538,"piracicaba","SP"
13417,-22.746032877835145,-47.63636231303046,"piracicaba","SP"
13470,-22.71890107574422,-47.34976338738321,"americana","SP"
13478,-22.73727841993187,-47.31266995989381,"americana","SP"
13458,-22.77434611235661,-47.39844370678994,"santa barbara d'oeste","SP"
13406,-22.68073272144369,-47.70099050140135,"piracicaba","SP"
13425,-22.757830532892818,-47.60872688259565,"piracicaba","SP"
13414,-22.70208866721839,-47.65731460235248,"piracicaba","SP"
13487,-22.57899631642056,-47.37156127520432,"limeira","SP"
13476,-22.744040339102405,-47.24289505970237,"americana","SP"
13475,-22.705055276992322,-47.27298438689483,"americana","SP"
13421,-22.768232178429447,-47.59592486661107,"piracicaba","SP"
13432,-22.676453803284016,-47.770112916082496,"piracicaba","SP"
13428,-22.735810383836412,-47.53812019649149,"piracicaba","SP"
13479,-22.76011369374185,-47.31087872068439,"americana","SP"
13427,-22.74328921510183,-47.57177239508914,"piracicaba","SP"
